,locality,type,subtype,price,sale_type,rooms,living_area,equipped_kitchen,furnished,fire,terrace,terrace_area,garden,garden_area,plot_surface,facades,pool,state
6058,5640,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6059,8530,1,HOUSE,411300,1,4,185,,,0,,,,,271,2,,
6060,1040,2,APARTMENT,995,2,2,90,0,,0,,,,,,,,GOOD
6061,1000,2,APARTMENT,375000,1,2,93,1,,0,1,2,,,,2,0,GOOD
6062,6860,2,APARTMENT,950,2,2,140,0,1,0,,,1,1,,,0,
6063,1040,2,APARTMENT,350000,1,1,56,1,1,0,1,,,,,,0,AS_NEW
6064,4500,2,APARTMENT,950,2,2,102,,0,0,1,,,,,3,0,
6065,3001,1,HOUSE,1675,2,4,194,0,,0,,,,,348,3,,GOOD
6066,5590,1,HOUSE,350000,1,4,180,0,,0,1,12,1,100,189,2,,
6067,1180,2,APARTMENT,634000,1,3,175,1,,0,1,12,,,,2,1,AS_NEW
6068,3600,1,HOUSE,249000,1,4,210,0,0,0,1,,,,390,2,0,GOOD
6069,1180,1,HOUSE,9800,2,5,650,1,0,0,1,,1,3700,3700,4,0,AS_NEW
6070,4400,1,HOUSE,249000,1,2,220,0,,0,1,16,,,267,2,,TO_RESTORE
6071,1210,2,APARTMENT,2000,2,2,84,0,1,0,1,6,,,,2,0,GOOD
6072,8370,2,APARTMENT,285000,1,2,68,,,0,1,,,,,,,GOOD
6073,3700,2,APARTMENT,285000,1,2,118,1,0,0,1,,,,,2,,AS_NEW
6074,9420,2,GROUND_FLOOR,700,2,2,86,0,,0,,,,,,2,,GOOD
6075,8430,2,APARTMENT,650,2,1,57,,0,0,,,,,,2,,GOOD
6076,1800,1,HOUSE,1400,2,4,120,0,,0,1,17,,,0,2,,GOOD
6077,5590,1,HOUSE,850,2,2,114,0,0,0,1,,,,0,2,0,AS_NEW
6078,1332,2,GROUND_FLOOR,1690,2,3,140,1,0,0,1,,1,530,,,0,AS_NEW
6079,6724,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6080,4420,2,FLAT_STUDIO,625,2,1,39,0,0,0,,,,,,3,,
6081,3061,1,HOUSE,1600,2,4,,0,1,0,,,1,200,1068,3,,GOOD
6082,1650,2,APARTMENT,260000,1,2,77,0,,0,,,,,,2,,TO_BE_DONE_UP
6083,7000,2,APARTMENT,900,2,3,110,0,,0,1,11,,,,4,0,AS_NEW
6084,5030,2,APARTMENT,745,2,2,85,0,,0,1,2,,,,2,,GOOD
6085,2610,1,MIXED_USE_BUILDING,209000,1,2,88,0,,0,,,,,175,2,,JUST_RENOVATED
6086,9200,1,HOUSE,975,2,3,160,1,,0,,,1,170,297,2,,GOOD
6087,7322,1,HOUSE,2200,2,4,209,1,0,0,1,,,,564,3,0,GOOD
6088,8370,2,APARTMENT,300000,1,2,85,,,0,1,,,,,,,GOOD
6089,2600,2,APARTMENT,1100,2,3,108,0,,0,,,,,,,,GOOD
6090,2900,1,HOUSE,2500,2,3,222,,1,0,1,,,,1266,4,1,AS_NEW
6091,1030,2,APARTMENT,900,2,1,50,0,0,0,,,,,,,0,AS_NEW
6092,7030,1,HOUSE,350000,1,4,280,,0,0,1,20,,,5800,4,,
6093,9000,2,FLAT_STUDIO,770,2,1,30,0,1,0,,,,,,2,0,AS_NEW
6094,6860,2,APARTMENT,274900,1,2,106,0,0,0,1,11,,,,4,0,GOOD
6095,9041,2,APARTMENT,276000,1,2,80,1,0,0,1,15,,,,,,GOOD
6096,2222,1,HOUSE,205000,1,2,125,0,,0,,,1,78,406,3,,TO_RENOVATE
6097,5100,1,APARTMENT_BLOCK,300000,1,3,100,0,,0,,,1,300,0,4,,
6098,8790,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6099,8500,2,APARTMENT,670,2,1,78,0,,0,1,,,,,2,,GOOD
6100,9041,2,APARTMENT,411000,1,3,112,1,0,0,1,35,,,,,,GOOD
6101,3400,2,APARTMENT,700,2,2,,0,,0,,,,,,,,GOOD
6102,1301,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6103,8370,2,APARTMENT,195000,1,1,50,0,1,0,1,4,,,,2,0,
6104,9500,1,MIXED_USE_BUILDING,250000,1,4,180,0,,0,,,,,220,2,,JUST_RENOVATED
6105,1400,2,APARTMENT,900,2,2,80,1,,0,1,7,,,,,,AS_NEW
6106,2100,1,HOUSE,435000,1,6,259,0,0,0,,,,,243,2,0,
6107,8880,1,HOUSE,975,2,3,160,,,0,,,,,400,,,GOOD
6108,6000,2,APARTMENT,850,2,2,78,0,,0,,,,,,2,,
6109,2500,2,GROUND_FLOOR,234940,1,1,71,0,,0,1,17,,,,2,,
6110,8370,2,APARTMENT,700,2,2,60,0,1,0,,,,,,,,GOOD
6111,8300,2,APARTMENT,1050,2,2,,,,0,,,,,,,,GOOD
6112,3080,1,BUNGALOW,1790,2,3,178,1,,0,,,1,800,0,,,JUST_RENOVATED
6113,9000,2,APARTMENT,1150,2,3,140,0,0,0,1,40,,,,2,0,AS_NEW
6114,8760,1,HOUSE,295000,1,4,265,0,,0,,,,,295,,,TO_BE_DONE_UP
6115,2000,2,APARTMENT,1495,2,2,74,,0,0,1,,,,,,,
6116,4000,2,APARTMENT,98000,1,2,86,0,0,0,,,,,,3,0,TO_RENOVATE
6117,1030,2,APARTMENT,1500,2,2,96,0,1,0,1,6,,,,2,0,AS_NEW
6118,9300,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6119,8540,1,HOUSE,389500,1,3,,,,0,,,,,275,,,
6120,3090,1,HOUSE,2200,2,4,235,0,0,0,1,40,1,450,711,4,0,AS_NEW
6121,9500,1,MIXED_USE_BUILDING,249900,1,3,150,0,,1,1,15,,,285,3,,GOOD
6122,2140,2,APARTMENT,920,2,2,86,0,,0,1,8,,,,2,,GOOD
6123,9971,2,APARTMENT,795,2,2,89,,0,0,1,,,,,,,AS_NEW
6124,9660,1,HOUSE,450000,1,3,170,0,,0,,,,,333,3,,
6125,8370,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6126,1440,1,HOUSE,325000,1,2,150,,,0,1,,,,290,,,GOOD
6127,1410,1,HOUSE,1900,2,3,200,1,0,0,1,20,1,50,300,2,0,GOOD
6128,2500,1,TOWN_HOUSE,449000,1,3,223,1,,1,1,15,1,86,210,2,,AS_NEW
6129,1140,2,APARTMENT,1450,2,2,85,1,0,0,1,15,,,,,0,GOOD
6130,2000,2,APARTMENT,564500,1,3,142,1,,0,1,15,,,,,,JUST_RENOVATED
6131,5100,2,APARTMENT,680,2,1,50,0,,0,,,,,,,,JUST_RENOVATED
6132,1160,1,HOUSE,2800,2,7,290,1,0,0,1,,1,60,177,2,0,AS_NEW
6133,1630,1,HOUSE,2500,2,3,177,1,0,0,1,10,1,150,420,3,0,GOOD
6134,6061,2,APARTMENT,690,2,1,75,,,0,,,,,,4,0,JUST_RENOVATED
6135,1502,1,HOUSE,339000,1,3,170,0,0,0,1,,,,551,2,0,TO_BE_DONE_UP
6136,6810,1,HOUSE,800,2,2,96,0,0,0,,,,,638,3,0,AS_NEW
6137,1370,2,APARTMENT,675,2,1,65,0,,0,,,,,,2,,
6138,7140,1,HOUSE,129000,1,2,97,0,,0,1,56,1,341,545,2,,TO_RENOVATE
6139,8200,2,GROUND_FLOOR,950,2,2,96,,0,0,1,,,,,,,AS_NEW
6140,2235,1,HOUSE,369000,1,3,302,,0,0,1,,,,458,2,,TO_RENOVATE
6141,2221,1,HOUSE,249000,1,5,,0,,0,1,,,,290,2,,TO_RENOVATE
6142,2930,2,APARTMENT,1250,2,2,125,1,0,0,1,16,,,,2,0,GOOD
6143,9550,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
6144,4960,1,MIXED_USE_BUILDING,330000,1,0,,,0,0,,,,,0,2,,TO_BE_DONE_UP
6145,6560,1,HOUSE,119000,1,3,135,0,0,0,1,15,,,430,2,0,TO_BE_DONE_UP
6146,7134,2,APARTMENT,650,2,2,,0,0,0,,,,,,,0,GOOD
6147,9300,1,HOUSE,930,2,2,127,1,,0,1,,,,0,2,,JUST_RENOVATED
6148,1200,2,APARTMENT,1600,2,1,63,1,1,0,1,54,,,,4,0,AS_NEW
6149,9570,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
6150,1000,2,LOFT,1390,2,1,91,1,1,0,1,13,,,,2,0,GOOD
6151,1331,1,APARTMENT_BLOCK,435000,1,5,233,0,0,0,1,50,1,560,872,3,0,TO_RENOVATE
6152,1332,2,APARTMENT,975,2,2,92,1,0,0,,,,,,2,0,JUST_RENOVATED
6153,9920,2,APARTMENT,660,2,1,68,1,,0,1,3,,,,,0,GOOD
6154,2870,2,APARTMENT,795,2,2,84,1,,0,1,21,,,,2,,GOOD
6155,4430,2,PENTHOUSE,265000,1,2,95,0,,0,1,32,,,,4,,AS_NEW
6156,2000,2,APARTMENT,1100,2,2,70,0,,0,1,6,,,,,,
6157,1000,2,APARTMENT,1350,2,2,63,1,0,0,,,,,,2,0,JUST_RENOVATED
6158,8820,2,APARTMENT,795,2,3,112,0,0,0,1,6,,,,,,AS_NEW
6159,6000,2,FLAT_STUDIO,580,2,0,40,,0,0,,,,,,,,AS_NEW
6160,8880,2,APARTMENT,225000,1,2,100,0,,0,1,11,,,,,,GOOD
6161,1760,2,APARTMENT,425000,1,3,141,1,,0,1,65,,,,,,JUST_RENOVATED
6162,3000,2,PENTHOUSE,1450,2,3,110,,0,0,1,30,,,,2,,AS_NEW
6163,9040,2,GROUND_FLOOR,349000,1,1,83,1,0,0,1,17,1,47,,4,0,GOOD
6164,1150,1,HOUSE,3200,2,5,280,1,1,0,1,20,1,250,0,4,,
6165,6061,2,APARTMENT,790,2,2,100,,,0,,,,,,4,0,JUST_RENOVATED
6166,3150,2,APARTMENT,395000,1,3,155,1,,0,1,12,,,,2,,AS_NEW
6167,8000,2,LOFT,1250,2,2,212,0,0,0,1,,,,,2,0,GOOD
6168,8500,1,HOUSE,1200,2,4,,,,0,1,,,,0,2,,GOOD
6169,1150,2,APARTMENT,1925,2,3,145,1,0,0,1,6,,,,2,0,AS_NEW
6170,8790,2,APARTMENT,135000,1,2,51,0,,0,,,,,,,,GOOD
6171,1400,1,HOUSE,1600,2,3,150,1,0,0,1,8,1,55,170,2,0,GOOD
6172,4000,2,FLAT_STUDIO,575,2,1,35,0,0,0,,,,,,2,,GOOD
6173,3080,2,APARTMENT,1250,2,2,80,1,0,0,1,10,,,,,0,GOOD
6174,7120,1,HOUSE,1325,2,3,170,0,0,0,1,,,,0,4,0,AS_NEW
6175,7730,1,HOUSE,675,2,3,145,0,0,0,,,,,0,3,0,GOOD
6176,1040,2,APARTMENT,335000,1,2,85,0,0,0,1,8,,,,3,0,
6177,1000,2,DUPLEX,1100,2,1,45,1,1,0,,,,,,,,AS_NEW
6178,7034,2,DUPLEX,925,2,2,100,0,,0,1,5,,,,2,0,AS_NEW
6179,6880,2,APARTMENT,975,2,3,129,,0,0,1,8,,,,2,0,GOOD
6180,6997,1,HOUSE,369000,1,4,231,0,0,0,1,58,1,855,855,4,0,GOOD
6181,7800,2,APARTMENT,800,2,2,79,0,,0,,,,,,,,GOOD
6182,4430,1,HOUSE,317500,1,3,164,,,0,,,,,417,3,,
6183,1170,1,VILLA,3100,2,4,166,1,0,0,1,,,,0,3,0,AS_NEW
6184,8340,1,COUNTRY_COTTAGE,2500000,1,5,339,1,1,0,1,,,,7429,4,0,AS_NEW
6185,4030,2,APARTMENT,215000,1,2,92,0,,0,,,,,,3,0,GOOD
6186,9000,2,APARTMENT,1200,2,3,125,,,0,1,10,,,,4,,GOOD
6187,2018,2,APARTMENT,715,2,1,62,1,,0,1,,,,,,0,AS_NEW
6188,8420,2,APARTMENT,1350,2,3,111,,1,0,1,,,,,3,,GOOD
6189,9600,1,VILLA,299000,1,4,190,1,0,0,1,18,1,240,343,3,0,AS_NEW
6190,2600,2,APARTMENT,915,2,2,84,0,,0,1,,,,,2,,
6191,2880,1,HOUSE,395000,1,4,134,0,0,0,1,16,,,556,4,0,
6192,9800,2,APARTMENT,825,2,1,76,,,0,1,,,,,,,GOOD
6193,1040,2,APARTMENT,2100,2,2,92,1,1,0,1,18,,,,2,0,GOOD
6194,2100,2,APARTMENT,184000,1,1,67,,,0,,,,,,2,,TO_BE_DONE_UP
6195,1200,2,APARTMENT,1400,2,2,80,0,,0,1,9,,,,,0,AS_NEW
6196,8790,1,HOUSE,418000,1,4,180,1,,0,1,,,,283,3,,GOOD
6197,5060,1,HOUSE,335000,1,3,190,0,,0,1,,,,712,3,,
6198,1060,2,FLAT_STUDIO,700,2,0,25,0,1,0,,,,,,2,0,GOOD
6199,3090,2,APARTMENT,950,2,1,73,1,,0,1,8,,,,,,AS_NEW
6200,8900,2,APARTMENT,127000,1,1,,,,0,,,,,,,,GOOD
6201,1180,2,APARTMENT,2850,2,3,180,1,0,0,1,20,,,,,0,GOOD
6202,8552,2,PENTHOUSE,298000,1,2,130,0,,0,1,,,,,,,AS_NEW
6203,2640,2,APARTMENT,875,2,2,83,0,,0,,,,,,3,,JUST_RENOVATED
6204,7340,1,HOUSE,80000,1,1,100,0,,0,,,,,0,2,,TO_BE_DONE_UP
6205,1020,2,DUPLEX,1400,2,2,114,1,0,0,1,5,,,,2,0,GOOD
6206,1080,2,APARTMENT,1400,2,3,106,,,0,1,8,,,,,,GOOD
6207,8980,1,HOUSE,448423,1,3,189,,,0,,,,,594,3,,
6208,2018,2,APARTMENT,399000,1,3,130,0,,0,1,4,,,,2,,JUST_RENOVATED
6209,2610,1,HOUSE,499000,1,4,220,0,,0,,,1,87,187,2,,GOOD
6210,9890,2,APARTMENT,382500,1,3,111,1,0,0,1,10,,,,4,0,GOOD
6211,1160,2,PENTHOUSE,1695,2,2,95,1,1,0,1,7,,,,,0,JUST_RENOVATED
6212,8300,2,APARTMENT,499000,1,2,87,,,0,,,,,,,,GOOD
6213,4000,2,APARTMENT,825,2,3,89,0,0,0,,,,,,2,0,GOOD
6214,1070,1,APARTMENT_BLOCK,450000,1,3,208,0,0,0,1,,1,54,167,2,,TO_BE_DONE_UP
6215,1180,2,APARTMENT,1400,2,2,96,1,,0,1,9,,,,,,
6216,1190,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6217,1910,2,DUPLEX,395000,1,2,130,,0,0,1,,,,,4,,
6218,9890,2,APARTMENT,945,2,2,101,,0,0,,,,,,,,GOOD
6219,6061,2,APARTMENT,850,2,2,100,0,0,0,1,6,,,,,,GOOD
6220,1640,1,VILLA,13750,2,7,1100,1,0,0,1,,,,5400,4,1,AS_NEW
6221,1170,2,APARTMENT,1500,2,2,141,1,0,0,1,6,,,,2,,AS_NEW
6222,1348,2,FLAT_STUDIO,690,2,0,35,,,0,,,,,,,,
6223,4040,1,HOUSE,159500,1,2,140,0,,0,1,20,1,75,225,3,,TO_BE_DONE_UP
6224,2930,2,DUPLEX,1325,2,3,154,0,,0,,,,,,2,,GOOD
6225,1000,2,PENTHOUSE,4900,2,3,204,1,,1,1,60,,,,3,,AS_NEW
6226,1050,2,APARTMENT,1450,2,2,110,1,0,0,1,7,,,,2,0,GOOD
6227,9070,2,APARTMENT,339000,1,2,88,0,,0,1,11,1,39,,3,,
6228,6760,1,HOUSE,202000,1,3,358,0,,0,1,,,,546,3,,TO_BE_DONE_UP
6229,1150,2,APARTMENT,2600,2,5,295,1,0,0,1,40,,,,2,0,AS_NEW
6230,2000,2,APARTMENT,975,2,0,,,0,0,,,,,,,,
6231,8400,1,HOUSE,410000,1,6,236,,,0,1,,,,190,2,,AS_NEW
6232,1420,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6233,1800,1,HOUSE,376000,1,3,165,0,,1,1,10,1,21,74,2,,
6234,9000,1,HOUSE,25000,1,2,136,0,,0,1,,,,197,2,,
6235,9340,2,GROUND_FLOOR,835,2,2,96,1,0,0,1,36,,,,2,,AS_NEW
6236,2660,1,HOUSE,395000,1,4,130,1,0,0,1,19,1,58,188,2,0,GOOD
6237,1640,1,HOUSE,13750,2,7,1160,1,0,0,1,200,1,2500,5450,4,1,AS_NEW
6238,4400,1,HOUSE,119000,1,2,101,0,0,0,1,30,1,142,378,3,0,TO_BE_DONE_UP
6239,6870,1,HOUSE,780,2,2,,0,0,0,,,,,0,2,0,AS_NEW
6240,1150,1,TOWN_HOUSE,2950,2,3,215,1,0,0,1,20,1,55,0,2,0,AS_NEW
6241,9920,2,APARTMENT,900,2,2,108,0,,0,,,,,,,,AS_NEW
6242,1030,2,APARTMENT,1100,2,2,120,0,,0,1,6,,,,2,,GOOD
6243,4300,2,APARTMENT,900,2,2,95,,,0,1,30,,,,,,
6244,9420,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6245,4480,1,HOUSE,229000,1,4,176,0,,0,1,15,1,244,322,2,,GOOD
6246,1000,2,APARTMENT,1350,2,2,107,0,,0,,,,,,4,,
6247,6860,2,APARTMENT,274900,1,2,101,0,0,0,1,11,,,,4,0,GOOD
6248,1060,2,APARTMENT,1860,2,2,,1,1,0,,,,,,,,JUST_RENOVATED
6249,8550,1,HOUSE,327000,1,3,125,,,0,1,,,,456,3,,
6250,2000,2,PENTHOUSE,2475,2,2,120,1,0,0,1,120,,,,2,,GOOD
6251,1301,1,HOUSE,1950,2,4,200,0,,1,1,40,1,400,800,4,0,AS_NEW
6252,3500,1,HOUSE,1250,2,2,,0,,0,,,,,0,,,GOOD
6253,1200,2,APARTMENT,350000,1,1,74,1,0,0,1,12,,,,,0,AS_NEW
6254,1745,2,GROUND_FLOOR,835,2,2,83,,,0,1,1,,,,2,0,GOOD
6255,3120,1,HOUSE,338000,1,3,185,0,,0,1,20,1,260,500,,,TO_RENOVATE
6256,1770,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6257,9112,1,HOUSE,514500,1,3,152,,0,0,1,19,1,99,207,3,0,GOOD
6258,1180,1,HOUSE,1450000,1,5,400,1,,1,1,50,1,450,600,3,0,GOOD
6259,2000,2,APARTMENT,695,2,1,50,,0,0,,,,,,,,AS_NEW
6260,6860,2,APARTMENT,269900,1,2,106,0,0,0,1,11,,,,4,0,GOOD
6261,2000,2,APARTMENT,2875,2,3,120,1,0,0,1,12,,,,2,0,GOOD
6262,1180,1,HOUSE,3150,2,5,300,0,0,0,,,1,150,0,2,,
6263,6200,1,MIXED_USE_BUILDING,1200,2,1,120,,,0,,,,,0,3,,TO_BE_DONE_UP
6264,1330,1,HOUSE,2000,2,3,120,0,,0,1,25,1,350,350,4,0,AS_NEW
6265,2890,2,APARTMENT,1000,2,2,94,,,0,1,27,,,,2,,GOOD
6266,6700,1,HOUSE,799000,1,7,344,0,0,0,1,77,,,3451,4,0,GOOD
6267,5300,2,APARTMENT,124000,1,1,54,0,0,0,,,,,,3,,GOOD
6268,1050,2,APARTMENT,850,2,1,55,1,1,0,,,,,,2,0,GOOD
6269,4680,1,HOUSE,199000,1,3,120,0,0,1,1,15,,,152,3,0,GOOD
6270,8370,2,APARTMENT,164000,1,2,70,,0,0,,,,,,2,0,
6271,8970,1,HOUSE,595,2,2,67,0,,0,,,,,67,2,,GOOD
6272,4683,1,HOUSE,199000,1,5,194,0,0,0,1,49,,,247,2,0,TO_BE_DONE_UP
6273,3000,2,KOT,740,2,1,,,1,0,,,,,,2,,AS_NEW
6274,1000,2,APARTMENT,2300,2,2,130,1,1,0,1,8,,,,2,0,AS_NEW
6275,2980,1,CHALET,290000,1,2,80,0,,0,1,30,,,3154,4,,GOOD
6276,1650,2,APARTMENT,210000,1,1,69,0,,0,1,,,,,2,,TO_BE_DONE_UP
6277,1850,1,HOUSE,2000,2,3,218,0,0,0,1,,,,700,3,1,
6278,2180,1,HOUSE,339000,1,3,135,0,,0,,,,,80,3,,GOOD
6279,3010,2,APARTMENT,1080,2,2,93,1,0,0,1,,,,,,,JUST_RENOVATED
6280,2000,2,APARTMENT,1600,2,3,144,,0,0,1,,,,,,0,
6281,7012,1,HOUSE,143000,1,3,201,0,0,0,1,20,1,250,423,4,,
6282,1000,2,DUPLEX,1800,2,4,200,0,,0,,,,,,2,0,GOOD
6283,4000,2,APARTMENT,800,2,1,65,0,,0,,,,,,2,0,JUST_RENOVATED
6284,8560,1,HOUSE,235000,1,3,171,,,0,1,,,,198,,,GOOD
6285,2000,2,APARTMENT,1200,2,1,65,1,0,0,1,,,,,2,0,GOOD
6286,1050,2,APARTMENT,1950,2,2,150,1,0,0,,,,,,2,0,GOOD
6287,6800,2,APARTMENT,660,2,1,58,1,0,0,1,7,,,,,,GOOD
6288,7850,1,HOUSE,330000,1,2,130,0,,0,1,30,1,460,650,,,GOOD
6289,1501,1,HOUSE,310000,1,3,158,,,0,1,,,,0,2,,AS_NEW
6290,8370,2,APARTMENT,635000,1,2,146,1,0,0,1,13,,,,4,0,AS_NEW
6291,6000,2,GROUND_FLOOR,400,2,1,22,0,1,0,,,,,,,,
6292,9050,1,HOUSE,269000,1,3,107,0,,0,1,8,,,60,,,GOOD
6293,8530,1,HOUSE,189900,1,3,129,,,0,,,,,123,3,,
6294,1050,2,APARTMENT,1300,2,2,95,0,0,0,1,2,,,,2,0,JUST_RENOVATED
6295,1980,1,HOUSE,599000,1,4,211,1,,0,1,30,,,451,3,,AS_NEW
6296,8400,2,APARTMENT,312500,1,3,106,1,0,0,1,,,,,2,0,AS_NEW
6297,6760,2,GROUND_FLOOR,750,2,2,87,,,0,,,,,,2,,GOOD
6298,7850,2,APARTMENT,845,2,1,65,0,,0,1,,,,,,,
6299,9230,2,SERVICE_FLAT,285000,1,1,63,0,,0,,,,,,,,AS_NEW
6300,9290,1,MANSION,547000,1,4,335,0,,0,1,,,,413,,,JUST_RENOVATED
6301,1180,1,VILLA,3900,2,4,265,1,0,0,1,30,1,134,829,4,0,AS_NEW
6302,4400,1,HOUSE,119000,1,1,75,0,,0,1,20,1,50,200,2,,TO_RENOVATE
6303,1140,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6304,7970,1,APARTMENT_BLOCK,350000,1,0,129,0,,0,,,,,0,,,TO_BE_DONE_UP
6305,6800,2,APARTMENT,650,2,2,83,0,0,0,1,,,,,4,,GOOD
6306,7100,1,HOUSE,270000,1,4,211,0,,1,1,,,,244,2,,GOOD
6307,1180,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6308,9000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6309,1400,2,APARTMENT,750,2,1,65,,0,0,,,,,,,,AS_NEW
6310,2018,2,DUPLEX,1690,2,3,143,0,1,0,1,17,,,,1,0,GOOD
6311,1060,2,GROUND_FLOOR,3000,2,2,175,1,1,0,1,,1,90,,2,,GOOD
6312,8930,1,HOUSE,391299,1,3,122,,,0,,,,,562,3,,
6313,2000,2,APARTMENT,1090,2,2,74,,,0,1,29,,,,,,
6314,1000,2,PENTHOUSE,1300,2,1,70,1,1,0,1,15,,,,2,0,AS_NEW
6315,6792,1,HOUSE,270000,1,3,285,0,0,0,1,20,1,450,660,3,0,TO_RENOVATE
6316,1140,2,APARTMENT,1150,2,2,89,1,0,0,1,17,,,,2,0,AS_NEW
6317,8300,1,HOUSE,379000,1,3,143,1,,0,1,35,1,100,212,3,0,AS_NEW
6318,2300,2,APARTMENT,795,2,1,57,,1,0,,,,,,,,GOOD
6319,2100,2,APARTMENT,850,2,2,87,0,,0,1,,,,,4,,GOOD
6320,1315,1,MIXED_USE_BUILDING,750000,1,6,380,0,,1,1,90,1,1700,2230,4,,AS_NEW
6321,1950,1,HOUSE,1290000,1,4,310,1,0,0,1,60,1,130,615,4,0,GOOD
6322,9185,2,APARTMENT,189000,1,1,59,0,,0,,,,,,2,,GOOD
6323,2550,1,VILLA,497500,1,3,163,0,,0,,,,,970,4,,TO_RENOVATE
6324,2640,2,APARTMENT,183000,1,2,91,0,,0,1,,,,,2,,GOOD
6325,1200,2,APARTMENT,1500,2,2,110,1,0,0,1,45,,,,2,0,AS_NEW
6326,8400,2,APARTMENT,750,2,2,,0,,0,,,,,,,,
6327,9220,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6328,9860,1,HOUSE,645000,1,3,293,0,,0,,,,,1015,3,,JUST_RENOVATED
6329,3500,2,APARTMENT,275000,1,1,73,,0,0,1,9,,,,3,0,
6330,9770,2,APARTMENT,305000,1,2,86,0,,0,1,16,,,,,,GOOD
6331,4540,1,HOUSE,275000,1,3,155,0,0,0,1,10,1,812,944,3,0,GOOD
6332,1200,2,APARTMENT,1830,2,3,120,1,0,0,1,15,,,,,0,AS_NEW
6333,2600,2,APARTMENT,900,2,2,69,0,,0,,,,,,,,GOOD
6334,1050,2,GROUND_FLOOR,1450,2,2,70,1,0,0,1,5,1,10,,2,0,GOOD
6335,1410,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6336,1880,2,GROUND_FLOOR,1150,2,2,98,1,0,0,,,1,75,,3,0,GOOD
6337,9100,2,APARTMENT,259000,1,2,,,,0,,,,,,,,JUST_RENOVATED
6338,2800,1,HOUSE,219000,1,2,103,0,,0,1,,,,100,3,,TO_BE_DONE_UP
6339,1200,2,APARTMENT,1830,2,3,136,1,0,0,1,10,,,,3,0,AS_NEW
6340,6920,1,HOUSE,269000,1,3,150,0,,0,1,1,1,1,437,3,0,AS_NEW
6341,1030,2,APARTMENT,320000,1,2,90,0,,0,1,2,,,,,,
6342,5000,2,APARTMENT,795,2,2,100,,,0,1,2,,,,2,,GOOD
6343,3740,1,HOUSE,255000,1,3,115,0,,0,1,21,1,135,354,3,,AS_NEW
6344,2980,1,CHALET,220000,1,2,80,0,,0,1,30,,,2006,4,,GOOD
6345,6000,2,APARTMENT,670,2,1,,0,0,0,,,,,,2,,
6346,6953,1,HOUSE,820,2,2,85,0,0,0,1,10,1,800,990,4,0,AS_NEW
6347,4101,1,HOUSE,219000,1,3,249,0,0,0,1,15,1,115,320,2,0,TO_BE_DONE_UP
6348,1070,2,APARTMENT,365000,1,2,107,1,0,0,1,20,,,,2,0,AS_NEW
6349,8400,1,MANSION,449000,1,4,307,,,0,,,,,185,,,GOOD
6350,1160,2,APARTMENT,465000,1,3,97,1,1,0,1,6,1,25,,4,0,AS_NEW
6351,8200,1,HOUSE,1100,2,3,169,0,0,0,1,35,1,80,0,2,0,GOOD
6352,2000,2,FLAT_STUDIO,725,2,1,50,0,,0,1,5,,,,2,,GOOD
6353,2800,2,APARTMENT,1050,2,2,89,0,0,0,1,6,,,,,,AS_NEW
6354,4000,2,APARTMENT,699,2,1,60,1,,0,,,,,,1,0,AS_NEW
6355,1150,2,GROUND_FLOOR,1600,2,2,140,0,0,0,1,13,1,80,,3,0,GOOD
6356,1180,2,GROUND_FLOOR,1950,2,3,139,1,0,0,1,60,,,,2,0,JUST_RENOVATED
6357,4000,2,GROUND_FLOOR,287500,1,2,96,,,0,1,25,1,75,,,,
6358,9500,1,HOUSE,490000,1,4,349,0,1,0,1,32,1,40,160,2,,JUST_RENOVATED
6359,3040,1,VILLA,2200,2,3,,,0,0,1,33,,,0,3,0,AS_NEW
6360,1210,1,TOWN_HOUSE,3200,2,3,393,0,0,0,1,,,,235,2,0,
6361,1420,2,GROUND_FLOOR,265000,1,2,90,0,0,0,1,7,,,,,0,GOOD
6362,5570,1,HOUSE,165000,1,3,83,0,,0,1,20,,,242,2,,TO_BE_DONE_UP
6363,2500,1,HOUSE,295000,1,2,75,0,,0,,,1,30,75,2,,AS_NEW
6364,9940,2,APARTMENT,239000,1,2,71,0,1,0,1,14,,,,1,0,GOOD
6365,9000,1,VILLA,775000,1,3,260,1,,0,1,,,,1105,4,,GOOD
6366,9500,1,HOUSE,320000,1,3,183,0,,0,1,42,,,304,3,,GOOD
6367,3980,2,APARTMENT,292000,1,2,,0,,0,1,8,,,,2,,GOOD
